0;0;0;0;0.00914634;0.990077;1
19.8264;0.000512821;-0.00769231;0.00769231;0.0168386;0.992051;1
19.1517;-0.000105128;0.0217651;0.00769231;0.046296;0.994018;1
18.5884;-0.000104077;0.0153753;0.00769231;0.0526858;0.996;1
18.7082;-0.000103036;-0.00208504;0.0238501;0.0701461;0.986055;1
19.5524;0.000517941;-0.0036451;0.0254102;0.0717062;0.988127;1
19.0013;-0.000107185;-0.0104159;0.032181;0.078477;0.990162;1
19.131;-0.000106113;-0.00265597;0.032181;0.086237;0.980276;1
19.5014;0.000516247;-0.0042201;0.032181;0.0878011;0.98239;1
18.9492;-0.000110215;-0.00578668;0.032181;0.0893677;0.972684;1
19.5009;0.000512195;-0.0177783;0.0395434;0.101359;0.974824;1
18.7479;-0.000114234;-0.00616884;0.0395434;0.112969;0.965101;1
19.0442;0.000520461;-0.00883836;0.0395434;0.115638;0.955647;1
18.993;0.00051665;-0.029181;0.050946;0.135981;0.957935;1
18.0978;-0.000123463;-0.0417493;0.0635143;0.148549;0.960175;1
18.3262;-0.000122229;-0.030956;0.0635143;0.159343;0.950495;1
18.6378;0.000523827;-0.0227727;0.0635143;0.167526;0.941031;1
18.7894;0.000514337;-0.0271017;0.0635143;0.171855;0.931912;1
18.7078;0.00051143;-0.0580799;0.079845;0.202833;0.922635;1
18.1293;0.000522665;-0.0625667;0.0843318;0.20732;0.913393;1
18.0477;0.000519794;-0.0608766;0.0843318;0.20901;0.913393;1
17.78;0;-0.0608766;0.0843318;0.211822;0.904233;1
18.1284;0.000512279;-0.0580723;0.0843318;0.214627;0.895014;1
18.1786;0.000505723;-0.0384974;0.0843318;0.234201;0.897858;1
18.0072;-0.000157107;-0.0313663;0.0843318;0.241333;0.900662;1
17.8797;-0.000155536;-0.0274989;0.0843318;0.2452;0.903418;1
17.8114;-0.00015398;-0.0202887;0.0843318;0.25241;0.894359;1
18.1988;0.000504703;-0.0174954;0.0843318;0.255203;0.885301;1
18.249;0.00049825;-0.00468202;0.0843318;0.268017;0.876438;1
18.4817;0.000486964;-0.00358191;0.0843318;0.269117;0.879442;1
17.9722;-0.00016734;0.0101544;0.0843318;0.282853;0.882349;1
17.7261;-0.000165666;0.0324385;0.0843318;0.305137;0.873752;1
17.8428;0.000502763;0.00679745;0.0843318;0.330778;0.865305;1
17.386;0.000510966;-0.0265359;0.0843318;0.364112;0.856966;1
16.8076;0.000523476;-0.0628335;0.095272;0.400409;0.859711;1
15.7254;-0.000179382;-0.0232855;0.095272;0.439957;0.862517;1
15.1042;-0.000177588;-0.0559652;0.095272;0.472637;0.853892;1
16.0671;0.000545897;-0.0559652;0.095272;0.472637;0.845353;1
16.0667;0.000540438;-0.0559652;0.095272;0.472637;0.848284;1
15.5942;-0.000186675;-0.0496361;0.095272;0.478966;0.851117;1
15.4962;-0.000184809;-0.0260692;0.095272;0.502533;0.842161;1
15.5898;0.000555197;0.026116;0.095272;0.554718;0.833625;1
16.4007;0.000522109;0.0397552;0.095272;0.568358;0.836909;1
16.1343;-0.000193734;0.00305794;0.095272;0.605055;0.840121;1
16.7272;-0.000191796;0.0148574;0.095272;0.616854;0.831846;1
17.0293;0.000501565;-6.80189e-05;0.095272;0.63178;0.823477;1
16.7754;0.000504149;0.00599259;0.095272;0.63784;0.815326;1
16.8763;0.00049607;-0.00424838;0.095272;0.648081;0.807213;1
16.7035;0.000496242;-0.00911752;0.095272;0.65295;0.799101;1
16.6219;0.000493708;-0.00422455;0.095272;0.657843;0.802662;1
16.2058;-0.000214796;-0.0133542;0.095272;0.666973;0.80605;1
16.3545;-0.000212648;0.0258497;0.095272;0.706177;0.798166;1
16.196;0.000505995;0.00387854;0.095272;0.728148;0.790149;1
15.8407;0.000512302;0.00837148;0.095272;0.732641;0.790149;1
15.65;0;0.00837148;0.095272;0.766507;0.782116;1
16.4486;0.000488349;0.0250588;0.095272;0.783194;0.774176;1
16.7218;0.00047545;0.0402563;0.095272;0.798391;0.778029;1
16.4671;-0.000230342;0.0384599;0.095272;0.800188;0.769937;1
17.0054;0.00046505;0.0785077;0.095272;0.840236;0.773986;1
17.1566;-0.000232689;0.0785077;0.095272;0.840236;0.77796;1
17.1573;-0.000230362;0.0871284;0.095272;0.848856;0.77027;1
17.5324;0.000450991;0.0755342;0.095272;0.860451;0.762554;1
17.3292;0.000451772;0.0772937;0.095272;0.86221;0.766502;1
16.8397;-0.000237086;0.102469;0.095272;0.887386;0.77037;1
16.4165;-0.000234716;0.11268;0.095272;0.897596;0.774018;1
16.2496;-0.000232368;0.16001;0.095272;0.944926;0.777653;1
15.4811;-0.000230045;0.15364;0.095272;0.951295;0.769802;1
16.0626;0.000492185;0.163134;0.095272;0.960789;0.773513;1
