36;1;1;1;0
37;-1;1;1;0
38;-1;1;1;0
39;-1;1;1;0
40;1;1;1;0
41;-1;1;1;2
42;-1;1;1;2
43;1;2;3;11
44;-1;1;1;2
45;1;2;3;11
46;-1;1;1;0
47;1;1;1;0
48;1;1;1;0
49;-1;1;1;0
50;-1;2;4;5
51;1;1;1;7
52;1;1;1;7
53;1;1;1;7
54;1;1;1;7
55;1;1;1;6
56;0;1;1;6
57;1;1;1;6
58;1;2;1;2
59;-1;2;1;2
60;-1;2;2;7
61;-1;2;2;7
62;1;2;2;7
63;1;2;2;7
64;1;2;2;7
65;-1;2;2;7
66;-1;2;2;7
67;1;2;2;7
68;1;2;2;7
69;1;1;2;3
70;-1;2;9;7
71;-1;1;1;1
72;1;1;1;12
73;1;2;10;7
74;-1;2;10;7
75;-1;2;10;7
76;1;2;10;7
77;1;2;10;7
78;-1;1;1;0
79;-1;1;1;0
80;1;2;10;7
81;1;2;10;7
82;1;2;10;7
83;1;2;10;7
84;1;2;10;7
85;-1;1;12;11
86;-1;1;12;11
87;1;1;1;0
88;1;1;1;0
89;0;1;1;0
90;1;1;1;0
91;1;1;1;0
92;-1;1;1;0
93;1;1;1;0
94;-1;1;1;0
95;-1;1;1;0
96;1;1;1;0
97;1;1;1;2
98;-1;1;1;0
99;-1;1;1;0
100;-1;1;1;0
101;-1;1;1;0
102;1;1;1;0
103;-1;1;1;0
104;0;1;1;0
105;1;1;1;0
106;-1;1;1;0
107;-1;1;1;0
108;1;1;1;0
109;-1;1;1;0
110;1;1;1;0
111;1;1;1;0
112;-1;1;1;0
113;-1;1;1;0
114;1;1;1;0
115;1;1;1;0
116;0;1;1;0
117;1;1;1;0
118;-1;1;1;0
119;1;1;1;0
120;1;1;1;0
121;-1;1;1;0
122;1;1;1;0
123;1;1;1;0
124;1;1;1;0
125;-1;1;1;0
126;1;1;1;0
127;-1;1;1;0
128;1;1;1;0
129;1;1;1;0
130;1;1;1;0
131;1;1;1;0
132;-1;1;1;0
133;1;1;1;1
134;1;1;1;1
135;-1;1;1;1
136;-1;1;1;0
137;-1;1;1;0
138;1;1;1;0
139;-1;1;1;5
140;1;1;1;5
141;1;1;1;5
142;1;1;1;5
143;1;1;1;5
144;1;1;1;5
145;1;1;1;5
146;-1;1;1;5
147;1;1;1;5
148;1;1;1;5
149;0;1;1;0
150;0;1;1;5
151;1;1;1;5
152;-1;1;1;0
153;-1;1;1;0
154;1;1;1;12
155;1;1;1;12
156;1;1;1;12
157;1;1;1;1
158;1;1;1;0
159;1;1;1;1
160;1;1;1;1
161;-1;1;1;1
162;-1;1;1;1
163;1;1;1;1
164;-1;1;1;1
165;-1;1;1;1
166;-1;1;1;1
167;-1;1;1;1
168;1;1;1;1
169;-1;1;1;4
170;-1;1;1;4
171;1;1;1;4
172;1;1;1;1
173;-1;1;1;0
174;-1;1;1;0
175;-1;1;1;0
176;1;1;1;0
177;1;1;1;0
178;1;1;1;0
179;-1;1;1;0
180;-1;1;1;0
181;-1;1;1;0
182;1;1;1;0
183;-1;1;1;0
184;1;1;1;0
185;1;1;1;0
186;1;1;1;0
187;-1;1;1;0
188;0;1;1;4
189;1;1;1;4
190;1;1;1;3
191;-1;1;1;3
192;-1;1;1;3
193;0;1;1;4
194;1;1;1;4
195;1;1;1;0
196;-1;1;1;6
197;1;1;1;3
198;-1;1;1;3
199;-1;1;1;3
200;1;2;11;1
201;1;1;1;11
202;1;2;11;1
203;1;2;11;1
204;-1;1;1;3
205;1;1;9;0
206;1;1;1;9
207;1;1;1;9
208;-1;1;1;3
209;1;1;1;9
210;1;1;1;1
211;-1;2;9;2
212;1;1;1;3
213;-1;1;1;3
214;1;1;1;1
215;1;1;1;3
216;1;1;4;11
217;-1;1;1;3
218;-1;1;1;3
219;0;1;1;3
220;-1;1;1;3
221;1;1;1;1
222;1;1;1;1
223;1;1;1;1
224;-1;1;1;1
225;-1;1;1;1
226;1;1;1;1
227;-1;1;1;3
228;1;1;1;3
229;-1;1;1;3
230;-1;1;1;1
231;-1;1;1;0
232;0;1;1;0
233;-1;1;1;1
234;1;1;1;1
235;1;1;1;1
236;-1;1;1;1
237;1;1;1;1
238;1;1;1;1
239;1;1;1;1
240;-1;2;4;6
241;-1;2;4;6
242;-1;1;1;2
243;-1;1;1;2
244;-1;1;1;2
245;1;1;1;2
246;-1;1;1;2
247;-1;1;1;2
248;1;1;1;2
249;1;1;1;2
250;1;1;1;2
251;-1;1;1;2
252;1;1;1;2
253;1;1;1;3
254;1;2;2;2
255;-1;1;1;0
256;0;1;1;0
257;0;1;1;0
258;1;1;1;0
259;1;1;1;0
260;1;1;1;0
261;0;1;1;0
262;1;1;1;0
263;1;1;1;0
264;-1;1;1;10
265;-1;1;1;10
266;1;1;1;3
267;1;1;1;3
268;1;1;1;1
269;1;1;1;0
270;-1;1;1;0
271;1;1;1;0
272;-1;1;1;0
273;1;1;1;0
274;1;1;1;0
275;1;1;1;0
276;-1;1;1;0
277;1;1;1;0
278;1;1;1;0
279;-1;1;1;0
280;1;1;1;0
281;1;1;1;0
282;-1;1;1;0
283;1;1;1;0
284;1;1;1;0
285;1;1;1;0
286;1;1;1;0
287;1;1;1;0
288;1;1;1;0
289;-1;1;1;0
290;1;1;1;0
291;-1;1;1;0
292;-1;1;1;0
293;-1;1;1;5
294;1;2;4;12
295;-1;1;1;0
296;0;1;1;4
297;-1;1;1;0
298;1;1;1;0
299;-1;1;1;0
300;-1;1;1;0
301;-1;1;1;0
302;1;1;1;7
303;-1;1;1;4
304;1;1;1;4
305;1;1;1;4
306;1;1;1;7
307;-1;1;1;4
308;-1;1;1;4
309;-1;1;1;4
310;1;1;1;4
311;-1;1;1;4
312;1;1;1;4
313;1;1;1;0
314;1;1;1;3
315;1;1;1;3
316;1;1;1;3
317;-1;1;1;3
318;-1;1;1;3
319;-1;1;1;3
320;0;1;1;3
321;-1;1;1;0
322;-1;1;1;0
323;1;1;1;0
324;0;1;1;0
325;0;1;1;0
326;1;1;1;0
327;1;1;1;0
328;1;1;1;0
329;-1;1;1;0
330;-1;1;1;0
331;1;1;1;0
332;-1;1;1;0
333;1;1;1;0
334;-1;1;1;0
335;1;1;1;0
336;1;1;1;0
337;-1;1;1;0
338;-1;1;1;0
339;-1;1;1;0
340;-1;1;1;0
341;1;1;1;0
342;1;1;1;0
343;-1;1;1;0
344;-1;1;1;0
